x1,x2,x3,x4,y
-0.3260364905153856,-2.823000118647614,0.23917694516801874,-1.143620007488563,event
0.5524618554191385,0.4629738274092007,-0.5023286117450412,-0.3008249625207366,event
-0.6749438439558304,2.132869726065453,-1.703876583975062,-1.3889142652328004,event
0.2143594590434255,-0.27048668745488363,0.5237722414276136,-2.02747974676345,non_event
0.31076921731360235,0.248525349077002,1.56417215406704,0.5052159065031208,event
1.173966287562699,0.038116474669386266,-2.4662528697660724,0.7714996323119084,non_event
0.618789855625968,0.3940689498772758,-0.148820765084651,-1.612882945167131,event
-0.11273431475421454,-1.5040851976469294,2.1108370032484065,1.1424210732524187,non_event
0.9170282895127122,-1.586890794405349,-0.3461952915286306,2.0982932897559743,non_event
-0.2232593646272626,-0.9271180767382603,0.982182546338488,-0.16736307495924602,non_event
0.5264480988736424,0.7761970396645359,0.39143140419054606,-0.26692738155753837,event
-0.7948444354150552,-0.7806844399923024,-0.5099940569625353,0.7948217281109154,non_event
1.4277555446830363,-1.2785670240803009,-1.049646430576699,-0.45684569423420296,non_event
-1.466819694163465,-0.0014281282252707464,0.04600715203226762,-0.9717027575482003,non_event
-0.2366833786028957,-1.8509781238028786,-1.008828173544198,-0.47253456601805355,non_event
-0.19333796499750036,0.4515053349441761,-0.656249673336281,0.9476550424546462,event
-0.8497547403338616,-0.4329470546315993,0.09401793074296888,1.016039593899465,non_event
0.05846549784950166,0.7136028993141271,0.01792427496264608,1.7518671788218463,event
-0.8176703558759582,0.9606954702505249,-1.6035244950317171,1.0477023704048603,event
-2.0503078156396315,0.3815352097305259,0.4830760790409917,-0.37785730319434835,non_event
-0.16375566594142268,1.2180727976471644,-0.22442282493550803,0.5081047826716832,event
0.7085221041563763,-0.017137260528000128,-0.43739785590005553,-1.070184587547856,non_event
-0.26798054618161743,-0.038209492702079996,1.3277684584073777,-0.1442247622194555,non_event
-1.463921759871019,1.243734394853996,-0.46847787302544597,-1.0117054154620868,event
0.744435822875318,-0.9558587452085083,-1.3399577262844717,1.2430232483343924,non_event
-1.4103901810051973,0.915425235164844,1.6654327277686085,-0.07888942330807279,event
0.4670676060152463,-0.9393379755471677,0.5389499521380768,-0.8072951169861532,event
-0.11932010769424517,0.11212481954264585,0.9993847634131261,-0.9962016396826665,non_event
0.46723896176551455,0.5530126186130776,0.341489328926142,-0.8583312086749416,event
0.49813556443591395,0.5317419632334995,-1.058627331302684,-0.9507382725037606,event
0.894937200540396,-0.8737623894392084,-0.04159930140903977,-1.1217937783904206,non_event
0.27915199641374316,-0.18684927290441894,-1.2928276768249696,-0.1350762127577536,event
1.007865750314236,-0.21371048804152332,-0.8938639965403516,-0.8740737434051845,non_event
-2.073106490573788,-0.2040112730186907,0.5419091980678988,0.258678991135885,non_event
1.1898533837828478,1.7197092405203134,0.9696359845494495,-1.7451413005388463,event
